,date,year,co2_pg,ch4_tg,n2o_tg,hist_forcing_wm2,co2_forcing_rcp,ch4_forcing_rcp,n2o_forcing_rcp,total_forcing_rcp,rcp_co2_ppm,rcp_ch4_ppb,rcp_n2o_ppb,co2_pg_atm,ch4_tg_atm,n2o_tg_atm,ch4_co2_decay_marginal,co2_ppm,ch4_ppb,n2o_ppb,co2_forcing,ch4_forcing,n2o_forcing,total_forcing_ghg,rcp_nonghg_forcing,historic_nonghg_forcings,total_forcing,t_os,t_eq,t_s
0,0.0,1765.0,0.01101,0.0,0.0,,,,,2.695046691757093e-05,275.8988178861623,732.0697771427165,276.635264438547,0.01101,0.0,0.0,0.0,275.9002077218057,732.0697771427165,276.635264438547,2.695046691757093e-05,0.0,0.0,2.695046691757093e-05,0.0,,2.695046691757093e-05,2.081769360118788e-06,8.983488972523643e-06,4.083268047716196e-06
1,1.0,1766.0,0.03060154632,1.9632618999999998,0.005191085,,,,,0.0005005645996837964,275.8988178861623,732.0697771427165,276.635264438547,0.04051305641602221,1.9632618999999998,0.005191085,0.00028024360721344164,275.90393200876275,732.7497653319656,276.63591972964247,9.916788532982404e-05,0.0003991678211697568,2.2288931842157077e-06,0.0005005645996837964,0.0,,0.0005005645996837964,3.3200456744058608e-06,0.00016685486656126548,5.074514373159516e-05
2,2.0,1767.0,0.050193096310000004,2.4364481,0.010116813,,,,,0.0010751858986141143,275.8988178861623,732.0697771427165,276.635264438547,0.08673652689948833,4.212880928524372,0.015262561302539897,0.0006013629399981651,275.90976697941124,733.5289351257188,276.6371910917448,0.0002123114808146373,0.0008563211482718104,6.553269527666549e-06,0.0010751858986141143,0.0,,0.0010751858986141143,4.0703206301782515e-05,0.0003583952995380381,0.00013283391334029663
3,3.0,1768.0,0.06978464263,2.911105,0.015042803,,,,,0.0017431569718744284,275.8988178861623,732.0697771427165,276.635264438547,0.14873803723643508,6.723077301858929,0.030172067674910118,0.0009596780921830954,275.91759367414437,734.3983575326648,276.63907317742894,0.0003640720487407177,0.0013661299972814631,1.2954925852247667e-05,0.0017431569718744284,0.0,,0.0017431569718744284,0.00010740378952145809,0.0005810523239581428,0.00024476186450809664
4,4.0,1769.0,0.08937618894999999,3.3872782,0.019969063000000002,,,,,0.00249822280864581,275.8988178861623,732.0697771427165,276.635264438547,0.22594025497626385,9.470570107070198,0.049877620849137064,0.0013518658560903885,275.92733921401407,735.3499690612085,276.64156068698156,0.0005530332412825035,0.0019237737528786532,2.141581448465324e-05,0.00249822280864581,0.0,,0.00249822280864581,0.00019985308864880775,0.00083274093621527,0.00038339056444308185
5,5.0,1770.0,0.10896773894,3.8650146,0.024895601,,,,,0.0033349933964613586,275.8988178861623,732.0697771427165,276.635264438547,0.31793036663560714,12.43434080300994,0.07433761222100209,0.001774925963752868,275.9389514879492,736.3764898065465,276.64464836798487,0.0007781807692576018,0.0025248945851639613,3.1918042039795204e-05,0.0033349933964613586,0.0,,0.0033349933964613586,0.000315947511151982,0.0011116644654871196,0.0005467054279091719
6,6.0,1771.0,0.13222928526,4.3443625,0.029822427000000002,,,,,0.0042576710428272645,275.8988178861623,732.0697771427165,276.635264438547,0.4280434711026874,15.595419327174692,0.1035108065778899,0.002226150554978763,275.95285149861184,737.4713493674237,276.6483310151556,0.0010476722045656731,0.0031655549691928407,4.444386906875097e-05,0.0042576710428272645,0.0,,0.0042576710428272645,0.0004542726916635626,0.0014192236809424214,0.0007341084785544318
7,7.0,1772.0,0.15182083157999998,4.8253718,0.034749548,,,,,0.005251848852750101,275.8988178861623,732.0697771427165,276.635264438547,0.551855454550612,18.936690757188853,0.1373563358377473,0.002703096579463006,275.96848077269703,738.6286198821141,276.6526034695548,0.0013506741415773443,0.0038421990036120552,5.8975707560702246e-05,0.005251848852750101,0.0,,0.005251848852750101,0.0006144504462583136,0.0017506162842500339,0.0009439385392759125
8,8.0,1773.0,0.17141238157,5.308093799999999,0.039676975,,,,,0.006314182458604039,275.8988178861623,732.0697771427165,276.635264438547,0.6893206746056127,22.44272017088018,0.1758336998427233,0.0032035607966361132,275.98583354858823,739.8429553675987,276.6574606186882,0.0016870691968910998,0.004551617140242194,7.549612147074558e-05,0.006314182458604039,0.0,,0.006314182458604039,0.0007952232714158378,0.0021047274862013464,0.0011749794937036353
9,9.0,1774.0,0.19100392789,5.7925816,0.044604715,,,,,0.007441372663311402,275.8988178861623,732.0697771427165,276.635264438547,0.8402836692560248,26.099594573122772,0.21890275914587765,0.0037255572116895305,276.00489020170374,741.1095369699271,276.6628973955954,0.0020564706734810456,0.005290914166027711,9.398782380264536e-05,0.007441372663311402,0.0,,0.007441372663311402,0.0009956529842269552,0.002480457554437134,0.0014262463095879071
10,10.0,1775.0,0.21059547420999997,6.278889599999999,0.04953278,,,,,0.008630303858582596,275.8988178861623,732.0697771427165,276.635264438547,1.0045476286929285,29.894779365329754,0.26652373686088743,0.004267296587475145,276.02562588796656,742.4240232515173,276.6689087790833,0.002458390199031362,0.006057479981967548,0.00011443367758368627,0.008630303858582596,0.0,,0.008630303858582596,0.0012149556074569942,0.0028767679528608654,0.001696881187624117
